From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (cellular component)	Pathway	Intramembrane	Subcellular location [CC]	Topological domain	Transmembrane
WP_002885836.1	E9DQ84	unreviewed	E9DQ84_9STRE	Small ribosomal subunit protein uS17	rpsQ HMPREF0848_01760	Streptococcus sp. C150	86	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_002885836.1	A0A0F2CRC3	unreviewed	A0A0F2CRC3_STRCR	Small ribosomal subunit protein uS17	rpsQ D8790_08580 D8791_08010 D8792_08165 D8794_09250 D8797_07860 D8798_08655 D8872_07085 SOL01_13410 TW70_00701	Streptococcus cristatus	86	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_002885836.1	A0A081JK01	unreviewed	A0A081JK01_STRMC	Small ribosomal subunit protein uS17	rpsQ CS009_02680 CS010_00805 CYK21_11040 OQG81_00465 SMA679_0063	Streptococcus macedonicus	86	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_002885836.1	A0A7X3KBX0	unreviewed	A0A7X3KBX0_9STRE	Small ribosomal subunit protein uS17	rpsQ E5983_05325 HZY93_00095 HZY94_07930	Streptococcus danieliae	86	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_002885836.1	E0PB18	unreviewed	E0PB18_STREI	Small ribosomal subunit protein uS17	rpsQ HMPREF9319_0041	Streptococcus equinus ATCC 700338	86	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_002885836.1	E3CMZ3	unreviewed	E3CMZ3_STRVE	Small ribosomal subunit protein uS17	rpsQ HMPREF9192_1965	Streptococcus vestibularis F0396	86	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_002885836.1	F5X455	unreviewed	F5X455_STRPX	Small ribosomal subunit protein uS17	rpsQ SGPB_0057	Streptococcus pasteurianus (strain ATCC 43144 / JCM 5346 / CDC 1723-81)	86	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_005591297.1	A0A0A0DEQ2	unreviewed	A0A0A0DEQ2_9STRE	Large ribosomal subunit protein uL29	rpmC SSIN_1665	Streptococcus sinensis	68	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_005591297.1	A0A139MIB4	unreviewed	A0A139MIB4_9STRE	Large ribosomal subunit protein uL29	rpmC STRDD04_01820	Streptococcus sp. DD04	68	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_005591297.1	A0A0F2CWA8	unreviewed	A0A0F2CWA8_STRCR	Large ribosomal subunit protein uL29	rpmC D8790_08585 D8791_08015 D8792_08160 D8794_09245 D8797_07855 D8798_08650 D8872_07090 FXF62_08895 SCRDD08_02036 SOL01_13400 TW70_00702	Streptococcus cristatus	68	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_005591297.1	E8JVW1	unreviewed	E8JVW1_STRCR	Large ribosomal subunit protein uL29	rpmC HMPREF9422_1341	Streptococcus cristatus ATCC 51100	68	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_015604249.1	A0A139MHS1	unreviewed	A0A139MHS1_9STRE	Large ribosomal subunit protein uL16	rplP STRDD04_01821	Streptococcus sp. DD04	137	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]	translation [GO:0006412]	GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_015604249.1	A0A512ACN8	unreviewed	A0A512ACN8_STRCR	Large ribosomal subunit protein uL16	rplP SOL01_13390	Streptococcus cristatus	137	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]	translation [GO:0006412]	GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_021002172.1	U2ZTK0	unreviewed	U2ZTK0_STRAP	Small ribosomal subunit protein uS3	rpsC ANG6_0323	Streptococcus anginosus T5	217	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003729; GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904	mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_021002172.1	A0A0P0NAY1	unreviewed	A0A0P0NAY1_STRAP	Small ribosomal subunit protein uS3	rpsC C6A27_01570 DWX18_06075 DXA16_04555 NCTC10707_01765 SanJ4211_1777c	Streptococcus anginosus	217	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003729; GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904	mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_021002172.1	A0A1S1FCN5	unreviewed	A0A1S1FCN5_9STRE	Small ribosomal subunit protein uS3	rpsC HMPREF2634_04065	Streptococcus sp. HMSC034B03	217	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003729; GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904	mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_021002172.1	A0A1F0RF16	unreviewed	A0A1F0RF16_9STRE	Small ribosomal subunit protein uS3	rpsC HMPREF2970_03070	Streptococcus sp. HMSC056D07	217	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003729; GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904	mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_021002172.1	A0A139MHR0	unreviewed	A0A139MHR0_9STRE	Small ribosomal subunit protein uS3	rpsC STRDD04_01822	Streptococcus sp. DD04	217	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003729; GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904	mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_021002172.1	A0A7L8W379	unreviewed	A0A7L8W379_9STRE	Small ribosomal subunit protein uS3	rpsC FPL13_00150	Streptococcus sp. KS 6	217	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003729; GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904	mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]					
WP_009443859.1	A0A0A0DHY4	unreviewed	A0A0A0DHY4_9STRE	Large ribosomal subunit protein uL22	rplV SSIN_1668	Streptococcus sinensis	114	large ribosomal subunit [GO:0015934]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0006412; GO:0015934; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	large ribosomal subunit [GO:0015934]					
WP_009443859.1	A0A139MID8	unreviewed	A0A139MID8_9STRE	Large ribosomal subunit protein uL22	rplV STRDD04_01823	Streptococcus sp. DD04	114	large ribosomal subunit [GO:0015934]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0006412; GO:0015934; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	large ribosomal subunit [GO:0015934]					
WP_009443859.1	A0A139NNL2	unreviewed	A0A139NNL2_9STRE	Large ribosomal subunit protein uL22	rplV STRDD11_02651	Streptococcus sp. DD11	114	large ribosomal subunit [GO:0015934]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0006412; GO:0015934; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	large ribosomal subunit [GO:0015934]					
WP_009443859.1	F9HEU7	unreviewed	F9HEU7_9STRE	Large ribosomal subunit protein uL22	rplV HMPREF9182_1345	Streptococcus sp. oral taxon 056 str. F0418	114	large ribosomal subunit [GO:0015934]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0006412; GO:0015934; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	large ribosomal subunit [GO:0015934]					
WP_000533766.1	F9LYW7	unreviewed	F9LYW7_STRMT	Small ribosomal subunit protein uS19	rpsS HMPREF9965_0122	Streptococcus mitis bv. 2 str. SK95	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	G7SIX8	unreviewed	G7SIX8_STRSU	Small ribosomal subunit protein uS19	rpsS SSUD12_0079	Streptococcus suis D12	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	F5W1T1	unreviewed	F5W1T1_9STRE	Small ribosomal subunit protein uS19	rpsS HMPREF9967_0497	Streptococcus infantis SK1076	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	F9HKH6	unreviewed	F9HKH6_STRMT	Small ribosomal subunit protein uS19	rpsS HMPREF9957_1557	Streptococcus mitis SK1080	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	F9M071	unreviewed	F9M071_STRPA	Small ribosomal subunit protein uS19	rpsS HMPREF9962_0043	Streptococcus parasanguinis SK236	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	F9MIB1	unreviewed	F9MIB1_STRMT	Small ribosomal subunit protein uS19	rpsS HMPREF9959_1369	Streptococcus mitis SK569	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	G0IBV8	unreviewed	G0IBV8_STRES	Small ribosomal subunit protein uS19	rpsS SPPN_01795	Streptococcus pseudopneumoniae (strain IS7493)	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	V8B8R1	unreviewed	V8B8R1_STRPA	Small ribosomal subunit protein uS19	rpsS HMPREF1195_01993	Streptococcus parasanguinis CC87K	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	A0A0F2E629	unreviewed	A0A0F2E629_STROR	Small ribosomal subunit protein uS19	rpsS ATE34_01145 ATE35_01135 ATE37_00995 B7725_04865 B7726_08195 B7727_07575 B7728_09720 B7729_08750 STO1_001980 TZ95_01552	Streptococcus oralis subsp. tigurinus	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	I2J6Z4	unreviewed	I2J6Z4_9STRE	Small ribosomal subunit protein uS19	rpsS HMPREF1116_1748	Streptococcus sp. SK140	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	I2NL34	unreviewed	I2NL34_STRPA	Small ribosomal subunit protein uS19	rpsS HMPREF9971_0573	Streptococcus parasanguinis F0449	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
WP_000533766.1	I0SN25	unreviewed	I0SN25_STRMT	Small ribosomal subunit protein uS19	rpsS HMPREF1045_1019	Streptococcus mitis SK616	93	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]					
